City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
231,Gat,IL,2021-04-11 22:18:15,31.61,34.7642,55.0,71,1,5.37,clear sky
232,Sorland,NO,2021-04-11 22:21:24,67.667,12.6934,37.67,62,100,14.29,overcast clouds
233,Eyl,SO,2021-04-11 22:21:24,7.9803,49.8164,78.94,70,30,8.37,scattered clouds
234,Terney,RU,2021-04-11 22:21:25,45.0503,136.6092,46.4,68,50,5.23,scattered clouds
235,Olinda,BR,2021-04-11 22:21:25,-8.0089,-34.8553,73.4,88,90,2.3,moderate rain
236,Sitka,US,2021-04-11 22:21:25,57.0531,-135.33,39.2,75,90,3.44,light snow
237,Najran,SA,2021-04-11 22:21:26,17.4924,44.1277,77.0,18,20,5.35,few clouds
238,Arkhangelskoye,RU,2021-04-11 22:21:26,55.8549,35.3287,43.2,77,2,5.28,clear sky
239,Nanakuli,US,2021-04-11 22:21:26,21.3906,-158.1547,69.8,73,90,4.61,light rain
240,Zhanaozen,KZ,2021-04-11 22:21:26,43.3,52.8,58.66,45,17,22.01,few clouds
241,Aklavik,CA,2021-04-11 22:21:27,68.2191,-135.0107,10.4,34,15,5.75,few clouds
242,Athenry,IE,2021-04-11 22:21:27,53.2964,-8.7431,42.8,87,75,8.05,broken clouds
243,Chara,RU,2021-04-11 22:21:27,56.9064,118.2631,0.18,77,100,2.01,overcast clouds
244,Kropotkin,RU,2021-04-11 22:21:27,45.4375,40.5756,48.0,81,100,3.78,overcast clouds
245,Hay River,CA,2021-04-11 22:21:28,60.8156,-115.7999,10.4,72,100,10.36,overcast clouds
246,Inirida,CO,2021-04-11 22:21:28,3.8653,-67.9239,78.69,92,100,0.96,overcast clouds
247,Gloversville,US,2021-04-11 22:21:28,43.0528,-74.3438,60.8,72,90,10.36,light rain
248,Ambilobe,MG,2021-04-11 22:21:28,-13.2,49.05,73.27,92,95,2.44,overcast clouds
249,Pisco,PE,2021-04-11 22:21:29,-13.7,-76.2167,73.4,64,0,21.85,clear sky
250,Kaitangata,NZ,2021-04-11 22:21:29,-46.2817,169.8464,55.24,91,38,4.74,scattered clouds
251,San Andres,CO,2021-04-11 22:17:46,12.5847,-81.7006,84.2,79,20,9.22,few clouds
252,San Patricio,US,2021-04-11 22:21:29,28.017,-97.5169,86.0,48,1,12.66,clear sky
253,Boda,CF,2021-04-11 22:21:30,4.3189,17.4695,72.45,90,94,4.74,overcast clouds
254,Zverinogolovskoye,RU,2021-04-11 22:21:13,54.4586,64.8542,31.55,83,16,8.12,few clouds
255,Cayenne,GF,2021-04-11 22:21:30,4.9333,-52.3333,81.0,89,0,2.3,clear sky
256,Honningsvag,NO,2021-04-11 22:21:30,70.9821,25.9704,35.44,65,83,31.5,broken clouds
257,Chino Valley,US,2021-04-11 22:21:31,34.7575,-112.4538,78.01,9,1,12.66,clear sky
258,Zinder,NE,2021-04-11 22:21:31,13.8072,8.9881,84.25,7,60,11.07,broken clouds
259,Naze,JP,2021-04-11 22:21:31,28.3667,129.4833,69.8,73,20,17.27,few clouds
260,Pires Do Rio,BR,2021-04-11 22:21:31,-17.2997,-48.2794,69.49,67,0,2.93,clear sky
261,Turayf,SA,2021-04-11 22:21:11,31.6725,38.6637,48.2,71,0,6.91,clear sky
262,Banda Aceh,ID,2021-04-11 22:21:32,5.5577,95.3222,79.2,80,4,2.62,clear sky
263,Coihaique,CL,2021-04-11 22:21:32,-45.5752,-72.0662,60.8,55,75,12.66,light rain
264,Lopsmarka,NO,2021-04-11 22:21:32,67.3134,14.4493,35.6,80,75,17.27,light snow
265,Orlik,RU,2021-04-11 22:21:33,52.5178,99.825,11.8,78,97,3.27,overcast clouds
266,Anadyr,RU,2021-04-11 22:21:33,64.75,177.4833,0.0,78,20,17.9,snow
267,Karpogory,RU,2021-04-11 22:21:33,64.0019,44.4451,35.01,76,8,13.31,clear sky
268,Namatanai,PG,2021-04-11 22:21:33,-3.6667,152.4333,78.96,83,100,6.24,light rain
269,Zhigansk,RU,2021-04-11 22:21:34,66.7697,123.3711,-2.34,97,35,11.92,scattered clouds
270,Medicine Hat,CA,2021-04-11 22:17:11,50.0501,-110.6683,39.99,48,90,12.66,overcast clouds
271,Stutterheim,ZA,2021-04-11 22:21:34,-32.5708,27.424,63.23,94,100,1.5,overcast clouds
272,Katsuura,JP,2021-04-11 22:21:34,35.1333,140.3,55.0,66,24,1.01,few clouds
273,Havelock,US,2021-04-11 22:21:34,34.8791,-76.9013,68.0,83,100,8.01,overcast clouds
274,The Pas,CA,2021-04-11 22:21:35,53.8251,-101.2541,32.0,74,90,6.91,light snow
275,Santa Isabel Do Rio Negro,BR,2021-04-11 22:21:35,-0.4139,-65.0192,74.5,96,100,2.95,light rain
276,Yei,SS,2021-04-11 22:21:35,4.095,30.6779,67.44,86,100,3.13,light rain
277,Eganville,CA,2021-04-11 22:21:36,45.5334,-77.0994,62.6,55,1,10.51,clear sky
278,Bengkulu,ID,2021-04-11 22:21:18,-3.8004,102.2655,75.34,90,100,4.21,overcast clouds
279,Nizhnyaya Poyma,RU,2021-04-11 22:21:17,56.1622,97.1933,31.26,96,100,9.66,light snow
280,Santa Cruz,BO,2021-04-11 22:21:36,-17.8,-63.1667,69.8,83,75,19.57,broken clouds
281,Coffs Harbour,AU,2021-04-11 22:21:36,-30.3,153.1333,60.8,41,0,8.05,clear sky
282,Kisangani,CD,2021-04-11 22:21:37,0.5167,25.2,68.54,98,100,1.5,overcast clouds
283,Abilene,US,2021-04-11 22:21:37,32.4487,-99.7331,93.99,7,1,17.27,clear sky
284,Zalantun,CN,2021-04-11 22:21:37,48.0,122.7167,27.63,94,100,24.07,heavy snow
285,Ancud,CL,2021-04-11 22:21:38,-41.8697,-73.8203,61.0,100,75,14.97,broken clouds
286,Grajau,BR,2021-04-11 22:21:38,-5.8194,-46.1386,75.76,84,97,3.15,overcast clouds
287,Kilindoni,TZ,2021-04-11 22:21:38,-7.9139,39.6668,81.39,79,100,16.84,moderate rain
288,Purpe,RU,2021-04-11 22:21:38,64.4803,76.6897,33.58,95,100,19.37,overcast clouds
289,Comodoro Rivadavia,AR,2021-04-11 22:17:41,-45.8667,-67.5,73.4,46,75,10.36,broken clouds
290,Roma,US,2021-04-11 22:21:39,43.2128,-75.4557,66.2,45,90,10.36,overcast clouds
291,Kailua,US,2021-04-11 22:19:31,21.4022,-157.7394,75.2,60,40,13.8,scattered clouds
292,Samarai,PG,2021-04-11 22:21:39,-10.6167,150.6667,80.76,62,30,7.7,scattered clouds
293,Lufilufi,WS,2021-04-11 22:21:39,-13.8745,-171.5986,89.6,66,40,4.61,light rain
294,Awjilah,LY,2021-04-11 22:21:40,29.1081,21.2869,61.97,21,4,10.2,clear sky
295,Bambari,CF,2021-04-11 22:21:40,5.768,20.6757,76.35,72,53,7.45,broken clouds
296,Kangaatsiaq,GL,2021-04-11 22:21:40,68.3065,-53.4641,30.85,79,100,7.96,overcast clouds
297,Touros,BR,2021-04-11 22:21:41,-5.1989,-35.4608,78.8,89,75,6.91,broken clouds
298,Karacabey,TR,2021-04-11 22:21:41,40.2152,28.4038,39.2,93,0,0.89,clear sky
299,Coahuayana,MX,2021-04-11 22:21:41,18.7333,-103.6833,84.2,48,40,13.8,scattered clouds
300,Hofn,IS,2021-04-11 22:21:42,64.2539,-15.2082,38.01,92,100,14.32,overcast clouds
301,Esmeraldas,BR,2021-04-11 22:21:42,-19.7625,-44.3139,75.2,46,0,5.75,clear sky
302,Muros,ES,2021-04-11 22:18:00,42.7762,-9.0603,48.99,59,0,8.01,clear sky
303,Jacareacanga,BR,2021-04-11 22:21:42,-6.2222,-57.7528,76.51,93,78,1.32,broken clouds
304,Sabha,LY,2021-04-11 22:21:43,27.0377,14.4283,75.72,15,79,24.34,broken clouds
305,Loa Janan,ID,2021-04-11 22:21:43,-0.583,117.095,72.23,98,49,0.98,scattered clouds
306,Mugur-Aksy,RU,2021-04-11 22:19:16,50.35,90.5,16.56,48,57,3.83,broken clouds
307,Kiama,AU,2021-04-11 22:21:43,-34.6833,150.8667,57.0,52,17,4.0,few clouds
308,Shimoni,KE,2021-04-11 22:21:44,-4.6476,39.3817,78.93,83,72,11.34,light rain
309,Pangnirtung,CA,2021-04-11 22:21:44,66.1451,-65.7125,38.35,78,100,3.53,overcast clouds
310,Maragogi,BR,2021-04-11 22:21:44,-9.0122,-35.2225,77.11,87,100,9.48,moderate rain
311,Vinukonda,IN,2021-04-11 22:21:44,16.05,79.75,76.64,80,0,3.2,clear sky
312,Puerto Escondido,MX,2021-04-11 22:18:16,15.85,-97.0667,86.0,74,20,5.75,few clouds
313,Ewo,CG,2021-04-11 22:21:45,-0.8725,14.8206,73.74,92,100,4.25,overcast clouds
314,Verkhnetulomskiy,RU,2021-04-11 22:21:45,68.6073,31.7962,33.8,64,0,6.71,clear sky
315,Lethem,GY,2021-04-11 22:21:45,3.3803,-59.7968,84.2,74,40,9.22,scattered clouds
316,Wanning,CN,2021-04-11 22:21:45,18.8003,110.3967,73.22,85,79,3.47,broken clouds
317,Namibe,AO,2021-04-11 22:21:46,-15.1961,12.1522,79.77,69,65,4.54,broken clouds
318,Santa Fe,AR,2021-04-11 22:20:09,-31.6333,-60.7,66.0,73,92,6.49,overcast clouds
319,Collie,AU,2021-04-11 22:21:46,-33.3667,116.15,60.01,92,100,6.58,overcast clouds
320,Twin Falls,US,2021-04-11 22:21:24,42.3505,-114.6445,46.4,19,1,13.8,clear sky
321,Tazovskiy,RU,2021-04-11 22:21:46,67.4667,78.7,31.42,98,100,14.56,light snow
322,Manggar,ID,2021-04-11 22:21:47,-2.8833,108.2667,79.68,81,86,4.27,overcast clouds
323,Kaeo,NZ,2021-04-11 22:18:03,-35.1,173.7833,69.01,98,85,2.13,overcast clouds
324,Quatre Cocos,MU,2021-04-11 22:21:47,-20.2078,57.7625,78.01,94,75,6.91,light rain
325,Margate,GB,2021-04-11 22:21:47,51.3813,1.3862,37.99,71,92,4.72,overcast clouds
326,Mpongwe,ZM,2021-04-11 22:21:48,-13.5091,28.155,61.75,91,6,6.91,clear sky
327,Jalu,LY,2021-04-11 22:21:48,29.0331,21.5482,61.25,21,3,10.18,clear sky
328,La Ciotat,FR,2021-04-11 22:21:48,43.1748,5.6045,54.0,95,100,7.63,overcast clouds
329,Maningrida,AU,2021-04-11 22:21:48,-12.0667,134.2667,76.24,90,98,5.39,overcast clouds
330,Angola,AO,2021-04-11 22:21:49,-12.5,18.5,65.55,72,95,2.26,overcast clouds
331,Talisayan,PH,2021-04-11 22:21:49,6.9872,121.9272,75.2,94,75,5.91,broken clouds
332,Bilibino,RU,2021-04-11 22:21:49,68.0546,166.4372,-7.56,76,21,0.56,few clouds
333,San Ignacio,BZ,2021-04-11 22:21:49,17.1561,-89.0714,104.0,39,20,6.91,few clouds
334,Levelland,US,2021-04-11 22:21:31,33.5873,-102.378,87.01,5,40,13.8,scattered clouds
335,Kruisfontein,ZA,2021-04-11 22:21:50,-34.0033,24.7314,57.0,89,78,2.71,broken clouds
336,Okha,RU,2021-04-11 22:21:50,53.5739,142.9478,22.57,85,97,13.89,overcast clouds
337,Freeport,US,2021-04-11 22:17:32,40.6576,-73.5832,54.0,87,90,11.5,light rain
338,Payson,US,2021-04-11 22:21:50,40.0444,-111.7321,57.99,26,20,13.8,few clouds
339,Djambala,CG,2021-04-11 22:21:51,-2.5447,14.7533,67.69,92,59,2.89,broken clouds
340,Sala Consilina,IT,2021-04-11 22:21:51,40.3912,15.5989,51.01,78,100,1.99,overcast clouds
341,Yevlax,AZ,2021-04-11 22:21:51,40.6089,47.1492,48.2,93,75,3.44,broken clouds
342,Antofagasta,CL,2021-04-11 22:18:48,-23.65,-70.4,62.6,77,40,14.97,scattered clouds
343,Port Hawkesbury,CA,2021-04-11 22:21:52,45.6169,-61.3485,39.0,100,90,10.36,fog
344,Carnarvon,AU,2021-04-11 22:16:54,-24.8667,113.6333,78.8,83,90,12.66,overcast clouds
345,Romilly-Sur-Seine,FR,2021-04-11 22:21:52,48.5108,3.7263,39.2,87,0,4.61,clear sky
346,Asfi,MA,2021-04-11 22:21:52,32.2994,-9.2372,61.7,82,84,16.11,broken clouds
347,Las Vegas,US,2021-04-11 22:16:56,36.175,-115.1372,88.0,5,1,10.36,clear sky
348,Shimoda,JP,2021-04-11 22:21:52,34.6667,138.95,55.0,57,68,3.0,broken clouds
349,Asyut,EG,2021-04-11 22:17:10,27.181,31.1837,55.4,58,0,9.22,clear sky
350,Assomada,CV,2021-04-11 22:21:53,15.1,-23.6833,73.4,60,0,19.57,clear sky
351,Lucea,JM,2021-04-11 22:21:53,18.451,-78.1736,82.99,78,75,4.61,broken clouds
352,Diamantino,BR,2021-04-11 22:21:53,-14.4086,-56.4461,78.64,75,79,4.23,broken clouds
353,Singaparna,ID,2021-04-11 22:21:54,-7.3515,108.111,71.28,96,90,0.65,overcast clouds
354,Tilichiki,RU,2021-04-11 22:21:54,60.4667,166.1,11.08,67,59,19.08,broken clouds
355,Ibia,BR,2021-04-11 22:21:54,-19.4783,-46.5389,75.2,43,0,2.3,clear sky
356,Gdansk,PL,2021-04-11 22:21:54,54.3521,18.6464,53.6,54,0,8.05,clear sky
357,Marsh Harbour,BS,2021-04-11 22:21:55,26.5412,-77.0636,76.8,76,58,16.26,broken clouds
358,Ahipara,NZ,2021-04-11 22:21:55,-35.1667,173.1667,70.47,76,41,3.29,scattered clouds
359,Polunochnoye,RU,2021-04-11 22:21:55,60.8697,60.4153,32.97,93,64,4.68,broken clouds
360,Maumere,ID,2021-04-11 22:20:33,-8.6199,122.2111,77.86,84,40,4.14,scattered clouds
361,Koundara,GN,2021-04-11 22:21:56,12.4833,-13.3,92.14,18,8,2.01,clear sky
362,Ahuimanu,US,2021-04-11 22:21:56,21.4447,-157.8378,75.2,60,40,13.8,heavy intensity rain
363,Kununurra,AU,2021-04-11 22:21:56,-15.7667,128.7333,77.0,94,100,5.75,overcast clouds
364,Palafrugell,ES,2021-04-11 22:21:56,41.9174,3.1631,46.99,93,75,6.91,light rain
365,Luganville,VU,2021-04-11 22:21:57,-15.5333,167.1667,80.44,76,91,1.41,overcast clouds
366,Aksarka,RU,2021-04-11 22:21:57,66.5606,67.7975,30.79,85,78,16.33,broken clouds
367,Marabba,SD,2021-04-11 22:21:57,12.35,32.1833,86.67,10,2,20.09,clear sky
368,Hithadhoo,MV,2021-04-11 22:21:57,-0.6,73.0833,82.85,74,96,11.56,overcast clouds
369,Key Largo,US,2021-04-11 22:21:58,25.0865,-80.4473,80.01,68,90,36.82,light rain
370,Okhotsk,RU,2021-04-11 22:21:58,59.3833,143.3,18.82,78,100,14.0,light snow
371,Yangambi,CD,2021-04-11 22:21:58,0.8102,24.4336,67.53,94,98,1.43,overcast clouds
372,Husavik,IS,2021-04-11 22:17:00,66.0449,-17.3389,33.8,80,75,4.61,broken clouds
373,Calvinia,ZA,2021-04-11 22:21:59,-31.4707,19.776,72.45,31,70,2.01,broken clouds
374,High Level,CA,2021-04-11 22:21:59,58.5169,-117.136,30.2,40,40,10.36,light snow
375,Pangkalanbuun,ID,2021-04-11 22:21:59,-2.6833,111.6167,74.8,98,97,0.72,overcast clouds
376,Gurupa,BR,2021-04-11 22:21:59,-1.405,-51.64,75.74,93,53,3.18,moderate rain
377,Kloulklubed,PW,2021-04-11 22:22:00,7.0419,134.2556,73.4,100,90,6.91,overcast clouds
378,Kitob,UZ,2021-04-11 22:22:00,39.0843,66.8332,46.4,57,0,9.22,clear sky
379,Kiruna,SE,2021-04-11 22:22:00,67.8557,20.2251,21.2,79,80,10.36,broken clouds
380,Honiara,SB,2021-04-11 22:17:28,-9.4333,159.95,77.9,87,100,3.22,overcast clouds
381,Morristown,US,2021-04-11 22:21:48,36.214,-83.2949,69.01,32,1,13.8,clear sky
382,Majene,ID,2021-04-11 22:22:00,-3.5403,118.9707,77.76,83,91,0.98,overcast clouds
383,Palmer,US,2021-04-11 22:19:19,42.1584,-72.3287,50.0,71,90,10.36,light rain
384,Port Blair,IN,2021-04-11 22:22:01,11.6667,92.75,81.68,76,97,4.81,overcast clouds
385,Vila Velha,BR,2021-04-11 22:17:50,-20.3297,-40.2925,79.0,78,0,4.61,clear sky
386,Tarko-Sale,RU,2021-04-11 22:22:01,64.9225,77.785,33.78,98,100,19.8,overcast clouds
387,Champerico,GT,2021-04-11 22:22:02,14.3,-91.9167,91.4,66,20,9.22,few clouds
388,Urdoma,RU,2021-04-11 22:22:02,61.7533,48.5442,34.66,82,3,9.26,clear sky
389,Kavieng,PG,2021-04-11 22:22:01,-2.5744,150.7967,78.01,84,100,2.15,light rain
390,Akdagmadeni,TR,2021-04-11 22:22:02,39.6603,35.8836,30.36,98,100,1.5,light snow
391,Mayo,US,2021-04-11 22:22:03,38.8876,-76.5119,71.01,60,20,8.05,few clouds
392,Hasaki,JP,2021-04-11 22:22:03,35.7333,140.8333,54.0,76,20,4.61,few clouds
393,Ucluelet,CA,2021-04-11 22:17:05,48.9329,-125.5528,51.01,66,20,5.75,few clouds
394,Porto Novo,BJ,2021-04-11 22:22:03,6.4965,2.6036,86.0,66,20,8.05,few clouds
395,Meulaboh,ID,2021-04-11 22:22:04,4.1363,96.1285,77.29,86,96,3.49,overcast clouds
396,Sao Filipe,CV,2021-04-11 22:19:43,14.8961,-24.4956,75.65,67,0,10.74,clear sky
397,Yarim,YE,2021-04-11 22:21:17,14.298,44.3779,55.44,72,4,1.74,clear sky
398,Manjacaze,MZ,2021-04-11 22:22:04,-24.7117,33.8828,66.47,93,0,5.59,clear sky
399,Pierre,US,2021-04-11 22:22:04,44.3683,-100.351,48.2,61,75,13.8,broken clouds
400,Thanh Hoa,VN,2021-04-11 22:22:05,19.8,105.7667,72.27,96,61,2.17,broken clouds
401,Pombas,CV,2021-04-11 22:22:05,17.1503,-25.0201,71.6,78,20,16.11,few clouds
402,Masoko,TZ,2021-04-11 22:22:05,-9.3333,33.75,66.78,98,98,0.56,light rain
403,Artvin,TR,2021-04-11 22:22:05,41.1667,41.8333,44.6,93,90,6.91,overcast clouds
404,Vila Franca Do Campo,PT,2021-04-11 22:22:06,37.7167,-25.4333,62.6,94,75,9.22,broken clouds
405,Kallaste,EE,2021-04-11 22:22:06,58.655,27.1592,48.0,71,40,11.5,scattered clouds
406,Cervo,ES,2021-04-11 22:22:06,43.6702,-7.4101,51.01,66,4,5.01,clear sky
407,Broome,US,2021-04-11 22:22:06,42.2506,-75.833,57.99,100,90,11.5,mist
408,Saint George,US,2021-04-11 22:22:07,37.1041,-113.5841,82.99,7,1,14.97,clear sky
409,Cockburn Town,TC,2021-04-11 22:22:07,21.4612,-71.1419,78.8,61,40,11.5,scattered clouds
410,Sangar,RU,2021-04-11 22:22:07,63.9242,127.4739,-0.36,81,41,1.74,scattered clouds
411,Winnemucca,US,2021-04-11 22:22:07,40.973,-117.7357,53.6,17,1,5.75,clear sky
412,Barentu,ER,2021-04-11 22:20:25,15.1139,37.5928,73.89,38,31,4.65,scattered clouds
413,San Carlos De Bariloche,AR,2021-04-11 22:22:08,-41.1456,-71.3082,57.2,72,40,17.27,scattered clouds
414,Kandalaksha,RU,2021-04-11 22:22:08,67.162,32.4123,30.99,100,34,5.46,scattered clouds
415,Nelson Bay,AU,2021-04-11 22:22:08,-32.7167,152.15,57.99,54,20,10.36,few clouds
416,Shenjiamen,CN,2021-04-11 22:22:08,29.9576,122.298,60.4,97,100,16.42,light rain
417,Port Moresby,PG,2021-04-11 22:22:09,-9.4431,147.1797,78.8,83,20,5.75,haze
418,Srednekolymsk,RU,2021-04-11 22:22:09,67.45,153.6833,-11.99,93,95,2.93,overcast clouds
419,Cagliari,IT,2021-04-11 22:22:09,39.245,9.0912,61.0,88,40,11.5,light rain
420,Mahajanga,MG,2021-04-11 22:22:09,-15.7167,46.3167,75.2,94,40,2.3,scattered clouds
421,Vostok,RU,2021-04-11 22:22:10,46.4856,135.8833,42.96,74,100,8.48,moderate rain
422,Taltal,CL,2021-04-11 22:22:10,-25.4,-70.4833,65.79,75,44,5.28,scattered clouds
423,Sibenik,HR,2021-04-11 22:22:10,43.7272,15.9058,57.2,47,0,9.22,clear sky
424,Kazachinskoye,RU,2021-04-11 22:22:11,57.6953,93.2761,33.93,95,100,3.83,overcast clouds
425,Banes,CU,2021-04-11 22:22:11,20.9625,-75.7186,93.2,38,20,9.22,few clouds
426,Praia Da Vitoria,PT,2021-04-11 22:19:17,38.7333,-27.0667,62.6,88,40,9.44,scattered clouds
427,Victoria,HK,2021-04-11 22:17:14,22.2855,114.1577,73.0,86,95,9.13,overcast clouds
428,Faya,SA,2021-04-11 22:22:11,18.3851,42.4509,62.6,44,0,0.89,clear sky
429,Marawi,PH,2021-04-11 22:22:12,7.9986,124.2928,73.99,88,44,5.01,scattered clouds
430,Bubaque,GW,2021-04-11 22:22:12,11.2833,-15.8333,76.91,74,6,16.75,clear sky
431,Hwange,ZW,2021-04-11 22:22:12,-18.3693,26.5019,64.98,60,0,3.58,clear sky
432,Beloha,MG,2021-04-11 22:22:12,-25.1667,45.05,72.23,89,22,11.16,few clouds
433,Yinchuan,CN,2021-04-11 22:22:13,38.4681,106.2731,45.0,62,25,8.03,scattered clouds
434,Beroroha,MG,2021-04-11 22:22:13,-21.6667,45.1667,72.91,63,86,3.96,overcast clouds
435,Beira,MZ,2021-04-11 22:22:13,-19.8436,34.8389,77.0,83,40,9.22,scattered clouds
436,Samarinda,ID,2021-04-11 22:18:15,-0.5,117.15,72.36,98,50,0.94,scattered clouds
437,Petropavlovsk-Kamchatskiy,RU,2021-04-11 22:22:13,53.0452,158.6483,30.2,69,78,6.71,broken clouds
438,Solnechnyy,RU,2021-04-11 22:22:14,50.7214,136.6319,32.23,65,99,2.19,overcast clouds
439,Mtsensk,RU,2021-04-11 22:19:17,53.2766,36.5733,43.47,70,100,7.43,overcast clouds
440,General Roca,AR,2021-04-11 22:22:14,-39.0333,-67.5833,73.4,40,0,4.61,clear sky
441,Ipu,BR,2021-04-11 22:22:14,-4.3222,-40.7108,75.56,85,99,2.33,overcast clouds
442,Sibolga,ID,2021-04-11 22:22:15,1.7427,98.7792,75.97,88,100,2.15,overcast clouds
443,Harnosand,SE,2021-04-11 22:22:15,62.6323,17.9379,32.0,80,90,3.44,overcast clouds
444,Razole,IN,2021-04-11 22:22:15,16.4833,81.8333,75.0,86,0,1.97,clear sky
445,Atambua,ID,2021-04-11 22:22:15,-9.1061,124.8925,71.4,82,56,3.24,broken clouds
446,Codrington,AU,2021-04-11 22:22:16,-38.2667,141.9667,55.67,71,92,8.55,overcast clouds
447,Bonavista,CA,2021-04-11 22:22:16,48.6499,-53.1147,35.6,100,100,8.05,moderate rain
448,Kurkino,RU,2021-04-11 22:22:16,53.4257,38.6582,41.47,64,100,9.64,overcast clouds
449,Batemans Bay,AU,2021-04-11 22:22:17,-35.7167,150.1833,57.99,53,2,4.0,clear sky
450,Alofi,NU,2021-04-11 22:20:03,-19.0595,-169.9187,80.6,78,38,6.91,scattered clouds
451,La Palma,US,2021-04-11 22:22:17,33.8464,-118.0467,75.99,56,1,9.22,clear sky
452,Xihe,CN,2021-04-11 22:18:16,31.6864,113.4659,54.21,94,99,2.73,overcast clouds
453,Matagami,CA,2021-04-11 22:17:32,49.7502,-77.6328,68.0,40,1,9.22,clear sky
454,Mumford,GH,2021-04-11 22:22:17,5.2618,-0.759,81.81,84,100,8.43,overcast clouds
455,Manger,NO,2021-04-11 22:22:18,60.6414,5.0414,37.99,54,100,7.0,overcast clouds
456,Pamekasan,ID,2021-04-11 22:22:18,-7.1568,113.4746,77.7,85,26,3.02,scattered clouds
457,Den Helder,NL,2021-04-11 22:22:18,52.9599,4.7593,39.99,81,20,5.75,few clouds
458,Camana,PE,2021-04-11 22:22:18,-16.6228,-72.7111,69.31,77,81,7.25,broken clouds
459,Bundaberg,AU,2021-04-11 22:22:19,-24.85,152.35,68.0,42,0,10.36,clear sky
460,Neyyattinkara,IN,2021-04-11 22:22:19,8.4,77.0833,80.6,83,40,2.3,mist
461,Rosamorada,MX,2021-04-11 22:22:19,22.1222,-105.2058,92.46,25,57,11.36,broken clouds
